id,title,timePeriods,size,score,type
462538,Zancle/Messana,ACHRLM,3,1,circle
462539,Żejtun (Zejtun) Roman Villa,R,2,1,circle
462821,Untitled,HR,2,1,circle
463572,Unnamed bridge at Silenus,H,2,1,circle
463573,Roman bridge at Buonfornello,R,2,1,circle
463578,Untitled,R,2,1,circle
464327,Motya causeway,A,2,1,circle
465837,Azonai,HR,2,1,circle
465839,Acherini,H,2,1,circle
465841,Adryx,C,2,1,circle
465843,Agrigentinus (lake),R,2,1,circle
465846,Akraion Lepas,C,2,1,circle
465853,Anniana/Myrtus,L,2,1,circle
465857,Areias Poros,C,2,1,circle
465859,Artemision,R,2,1,circle
465874,Camarinensium Saltus,R,2,1,circle
465876,Cassitana Massa,L,2,1,circle
465884,Echetla,HHR,2,1,circle
465905,Helketion,HR,2,1,circle
465907,Herakleia,A,2,1,circle
465910,Herbita,CH,2,1,circle
465912,Herkte,H,2,1,circle
465922,Inessa/Aitna,CHR,2,1,circle
465923,Inyx/Inikon,C,2,1,circle
465924,Italikon/Italion,H,2,1,circle
465928,Kallipolis,ACH,2,1,circle
465929,Kamikos,CH,2,1,circle
465930,Kaukana,RLM,2,1,circle
465931,Kimissa,H,2,1,circle
465935,Krastos,CHM,3,1,circle
465941,Kytattara/Enattara/Ketaria,CHR,3,1,circle
465943,Leton,HR,2,1,circle
465944,Lichandos,ACH,2,1,circle
465948,Macella,HR,2,1,circle
465949,Magea Fons,R,2,1,circle
465951,Merousion,C,2,1,circle
465958,Nakone,C,2,1,circle
465970,Palike,ACHLEM,3,1,circle
465972,Petra,HR,2,1,circle
465997,Stielana,H,2,1,circle
466002,Tabae,R,2,1,circle
466007,Tissa,R,2,1,circle
466009,Trinakie,C,2,1,circle
466011,Tyrakion,HR,2,1,circle
466017,Xouthia Chora,R,2,1,circle
471877,Ad Herculem,R,2,1,circle
471878,Ad Medias,RL,2,1,circle
471879,Ad Octavum,RLM,2,1,circle
471882,Aquae Calidae Neapolitanorum,CHRLM,2,1,circle
471886,Assemini,RL,2,1,circle
471887,Augustae,RL,2,1,circle
471889,Balari,R,2,1,circle
471890,Barbaria,R,2,1,circle
471893,Biora,RL,2,1,circle
471894,Bitia,ACHR,2,1,circle
471895,Bosa,HRL,2,1,circle
471896,Buduntini,RM,2,1,circle
471898,Caput Tyrsi,R,4,1,circle
471899,Caralis,ACHRLM,6,1,circle
471900,Caralitanum Pr.,HRM,2,1,circle
471901,Carbia,R,2,1,circle
471902,Castelsardo,RL,2,1,circle
471905,Chersonesos Pr.,HRM,2,1,circle
471906,Coclearia,R,2,1,circle
471907,Cornus,HRL,2,1,circle
471908,Corsi,R,3,1,circle
471909,Cuniculariae (islands),RLM,3,1,circle
471911,Custodia Rubriensis,RL,2,1,circle
471913,Decimoputzu,RL,2,1,circle
471916,Elefantaria,R,2,1,circle
471918,Errebantion Akron,HRM,2,1,circle
471919,Erucium,R,2,1,circle
471922,Fanum Carisi,RL,2,1,circle
471923,Ferraria,R,2,1,circle
471924,Ficaria (island),RLM,3,1,circle
471925,Fifenses,R,2,1,circle
471927,Fossae? Ins.,RLM,2,1,circle
471928,Fluminimaggiore,L,2,1,circle
471929,Fundus Cotronianus,R,2,1,circle
471930,Fundus Moddol(...),R,2,1,circle
471937,Gouroulis Nea?,RL,2,1,circle
471941,Hafa?,R,2,1,circle
471947,Hydata Hypsitana/Forum Traiani,RLM,5,1,circle
471948,Hydata Lesitana,HRM,2,1,circle
471950,Iglesias,HR,2,1,circle
471951,Ilienses,HR,2,1,circle
471953,Insani M.,M,2,1,circle
471954,Is Bangius,RRL,2,1,circle
471956,*Kaidros (river),RM,2,1,circle
264924632,Rotunda of Galerius,LM,2,1,circle
111489261,Madonna del Parto,M,2,1,circle
764317939,Leonforte,M,2,1,circle
206957389,Alu-eššu,E,4,1,circle
415550851,Yabi,E,2,1,circle
395381050,Yāduru,E,2,1,circle
551020594,Ešuzianna,E,2,1,circle
464138294,Halatu,E,3,1,circle
115105706,Stadium at Laodicea ad Lycum,R,2,1,circle
582585975,Krasnyĭ mai͡ak,HRTT,2,1,circle
532748466,Tell 'Ali,LM,2,1,circle
532748467,Tell Bazmusian,U1M,2,1,circle
317192891,North Palace at Deir el-Ballas,SN,2,1,circle
980216943,Ponte Sodo,CHR,2,1,circle
335307374,Dura-Europos synagogue,RM,2,1,circle
288803012,Basilica of Thyrsos,L,2,1,circle
104403664,"Campo Valdés Roman Baths, Gijón",RM,2,1,circle
479701642,Villa Carmiano,HF,2,1,circle
779658357,Domus of the Lararium,RT,2,1,circle
273840229,Sese Grande,2TT,3,1,circle
575187597,Bruncu Campulongu Nuraghe,2,2,1,circle
271357867,Is Calas,2,2,1,circle
927235843,Trajanic harbor,RL,2,1,circle
446396168,Küçük Ağrı Dağı,M,2,1,circle
45246735,Porta all'Arco,HRLMM,2,1,circle
45246736,Roman Odeion at Corinth,CHR,2,1,circle
409986437,Macedonian palace at Pella,H,2,1,circle
409986438,Necropolis at Archontiko,MACH,2,1,circle
745058964,Acamantis,C,6,1,circle
20487631,Tomb Garden of Theodoros at Smyrna,YUNK,2,1,circle
258569489,Rousolakos,32,2,1,circle
963537714,Bodhgaya,AHLPASKOM,2,1,circle
809327743,Hosios Loukas,M,2,1,circle
39090359,Nuraghe Piscu,2,2,1,circle
124992747,Nuraghe Santu Milanu,2,2,1,circle
55607045,Church of Sant'Urbano alla Caffarella,RLM,3,1,circle
973041325,Icknield Street,R,6,1,circle
973041326,Metchley Fort,R,2,1,circle
548145747,Basiluzzo,M,2,1,circle
207236501,tribus Collina,R,2,1,circle
367026512,Temple of Jupiter,HM,3,1,circle
338820566,Forum baths,HM,3,1,circle
234032029,Clepsydra of the Oropos Amphiareion,M,2,1,circle
891186737,Jandial Temple,HM,2,1,circle
880066763,"Hellenistic Balaneion, Amathous",HT,2,1,circle
743967163,Strata Diocletiana,YUNK,6,1,circle
603993784,Monumental complex of Sant'Ilario a Port' Aurea,M,2,1,circle
777218559,Great Temple of Petra,R,2,1,circle
777218560,Temple of the Winged Lions,P,2,1,circle
642561,Symbra,R,2,1,circle
648548,Adana/Antiochia ad Sarum,MMENCAHHRRRTLLEASRCCIMOE1OLMOM,5,1,circle
648554,Aleion Pedion,ACHRL,2,1,circle
648555,Mersin-Yumuktepe,N4321NHR1LM,7,1,circle
648557,Anemurium,CHRL,3,1,circle
648593,Calycadnus (river),HRMT,3,1,circle
648597,Charadros,HRL,2,1,circle
648600,Cilicia Pedias,EANCHRL,10,1,circle
648601,Cilicia Tracheia,YUNK,11,1,circle
648602,Cilicius Aulon,CHRL,2,1,circle
648612,Corycus,HRL,3,1,circle
648614,Cybistra,ENHRL,4,1,circle
648615,Cydnus (river),RLM,4,1,circle
648618,Dağpazarı,L,2,1,circle
648628,Elaioussa/Sebaste,HRL,2,1,circle
648644,Hyde?,LARL,2,1,circle
648647,Iconium/Claudiconium,NMME1MCAHHRRRTLLLPEAMRCIMOTE1OLKOM,4,1,circle
648670,Kilikiai Pylai,CHRLM,6,1,circle
648695,Lauzadeai,L,2,1,circle
648702,Mallos/Antiochia ad Pyramum,HRL,3,1,circle
648740,Platanistes,HR,2,1,circle
648748,(P)Saros/Sinarus/Koiranos (river),CHRLM,5,1,circle
648755,Regma/Rogmoi,HRL,2,1,circle
648771,Seleucia ad Calycadnum/Tracheia,HRL,3,1,circle
648789,Tarsus/Antiochia ad Cydnum,MME1EANMCAHHRRRTLLPCEASMRCCIOTE1OLM,8,1,circle
648792,Taurus (mountain range),NCHHRRRTLLLPEPLMM,3,1,circle
648801,Tyana/Col. Aurelia Antoniniana,MEENMCAHHRRRTLLLPCEAMRCM,6,1,circle
648802,Tynna/Dana?,EANCR,3,1,circle
649309,Untitled,RL,2,1,circle
650062,Untitled,RL,2,1,circle
652350,Kundu/Kyinda,NCR,6,1,circle
658368,Aigai(ai)/Aegeae,HRL,2,1,circle
658371,Alexandria ad Issum,MHHRRRTLLCEARCCMELOM,2,1,circle
658375,Amanikai Pylai/Ciliciae Portae,RLM,2,1,circle
658376,Amanus (mountain range),NCHRLM,2,1,circle
658377,Amphipolis/Tourmeda/Nikatoris?,HRL,2,1,circle
658378,Anazarbos/Caesarea/Ioustin(ian)oupolis,HRLM,4,1,circle
658381,Antiochia/Theoupolis,M1AHHRRRTLLPCEASMRCCIOE1LMM,3,1,circle
658387,Arianodum,L,2,1,circle
658409,Beroia,OLMEE1ENAHHRRRTLLCEASMRCCIMOTE1OLKOM,4,1,circle
658420,Callicome,R,2,1,circle
658427,Carrhae,ANCHRL,2,1,circle
658439,Cilca Novum,L,2,1,circle
658440,Cilicia,ENCHRL,4,1,circle
658442,Ciliza/Urmagiganti,RLEOLM,2,1,circle
658443,Commagene,HRL,2,1,circle
658446,Cyrrus/Hagioupolis,HRRL,2,1,circle
658455,Doliche,RLM,3,1,circle
658465,Europos,32ECHRLM,2,1,circle
658474,Germanikeia,ME1ENAHRRRTLLCEAMRCCIMOTE1OLKOM,4,1,circle
658480,Hierapolis/Bambyke,LE1NAHHHRRRTLLPPCASMECCIPLM,2,1,circle
658483,Hydatos Potamoi/Seleukeia Pieria,CHRL,2,1,circle
658486,Imma,RL,2,1,circle
658489,Issicus Sinus,CHRLM,2,1,circle
658503,Karmalas? (river),HRL,2,1,circle
658512,Koryphe Oros,RLM,2,1,circle
658538,Mopsou(h)estia/Seleukeia pros to Pyramo,ECHRLM,5,1,circle
658543,Nastae,L,2,1,circle
658555,‘Octacuscum’,LM,2,1,circle
658560,Orontes (river),EHRLMT,5,1,circle
17649950,London Mithraeum,RM,4,1,circle
817164756,Casa dei Grifi,HM,3,1,circle
406293647,Mnajdra Megalithic Temple (Malta),4,2,1,circle
544710173,Picentino (river),M,3,1,circle
457780134,So-called Arch of Hadrian (Capua),RM,3,1,circle
867414858,Catacombs of Domitilla,L,3,1,circle
241187292,İşhan,PMELOM,2,1,circle
318445896,Walls of Timoleon,H,2,1,circle
66908841,Via Aemilia,R,23,1,circle
708926627,Abbotsbury Castle,IM,2,1,circle
143028853,Incastro River,M,3,1,circle
937860872,Incheville,H,2,1,circle
58239709,Boviolles,HRL,2,1,circle
958548506,Porta Asinaria,RM,4,1,circle
632227173,Majorca (island),M,13,1,circle
290892726,Ses Païsses,2,2,1,circle
158081395,Circus Flaminius,HRM,6,1,circle
580365842,Nuraghe Arrubiu,2M,2,1,circle
372588261,Nuraghe Albucciu,2,2,1,circle
449193316,River Gelt Roman Quarry,R,2,1,circle
891687982,Gremanu,2,2,1,circle
806179538,Tomb of T. Claudius Secundus,R,2,1,circle
384697574,Valley of the Kings,NM,4,1,circle
163905085,So-called Theatre 2,RM,2,1,circle
932949218,Via Annia,YUNK,6,1,circle
624280354,Cuccuru Nuraxi,2M,2,1,circle
991426364,Nuraghe Vignamarina,2,2,1,circle
258957385,Lutibu,E,2,1,circle
988674926,Ellibir,N,5,1,circle
988674927,Šindarara,NT,5,1,circle
362814927,Uršu/Waršuwa,EAOOMA,2,1,circle
142574161,Mausoleum of Lucius Sempronius Atratinus,RM,2,1,circle
678272910,"Perrotte Aqueduct tunnel, aqueduct of Nimes",R,2,1,circle
294009591,Acquedotto Anio Novus Ponte S. Antonio,R,2,1,circle
294009593,Circus at Mirobriga,RL,2,1,circle
333036424,Theater at Delphi,CHR,2,1,circle
333036425,The Siphnian Treasury,CH,2,1,circle
333036426,Stadium of Delphi,R,2,1,circle
455482664,Kom Wasit,RLC,2,1,circle
800113525,Pyramid of Pepi I at Saqqarah,O,2,1,circle
233265929,Torre d'en Galmés,2,2,1,circle
220781958,Arkalochori cave,2,2,1,circle
442776,S. Maria a Vico,AC,2,1,circle
442787,Santeramo,C,2,1,circle
442795,Silarus (river),RMT,4,1,circle
442796,Silvium,ACHR,4,1,circle
442803,Stournoi/Austranum?,ACHR,2,1,circle
442808,*Tamarus (river),RLM,2,1,circle
442809,Tanager (river),LM,2,1,circle
442810,Taras/Tarentum/Neptunia,ACHRL,5,1,circle
442817,Termitito,AHRL,2,1,circle
442831,Trimerus (island),R,3,1,circle
442832,Trivici Villa?,HR,3,1,circle
442833,Turenum,RL,2,1,circle
442834,Turris Caesaris,HRL,2,1,circle
442839,Uria,ACHR,3,1,circle
442841,Uzentum/Ouxenton,ACHRL,3,1,circle
442845,Valetium/Balesium,ACHRL,2,1,circle
442847,Venusia,HRL,4,1,circle
442848,Veretum/Baris,ACHRL,3,1,circle
442849,Vescellium?,CH,2,1,circle
442851,Vibinum/Vibarna,HR,3,1,circle
443190,Untitled,RL,2,1,circle
443943,Unnamed bridge,RL,3,1,circle
443945,Ponte Rotto,RL,2,1,circle
443954,Unnamed bridge ,RL,2,1,circle
444699,An area of centuriation south of Ergitium,H,2,1,circle
444701,An area of centuriation north of Luceria,H,2,1,circle
446209,Acidios,RL,2,1,circle
446222,Aulon,R,2,1,circle
446233,Cathena M.,YUNK,2,1,circle
446241,Ernesto,RL,3,1,circle
446256,Kalasarna,HR,2,1,circle
446264,Mardonia,HR,2,1,circle
446277,Ouertinai,HR,2,1,circle
446281,Pisandes,L,2,1,circle
446282,Portus Aggasus,R,2,1,circle
446292,Sirini,R,2,1,circle
446293,Sontini,R,2,1,circle
446295,Sublupatia,RL,2,1,circle
446303,Ursentini,R,2,1,circle
452263,Aprustum,HR,2,1,circle
452265,Arocas (river),M,2,1,circle
452275,Bruttii,CH,4,1,circle
452285,Carcinus (river),RM,2,1,circle
452295,Caulonia,HR,2,1,circle
452306,Cocynthum (promontory),M,2,1,circle
452324,Euonymus (island),CHRM,2,1,circle
452332,Temple of Hera Lacinia,ACHRL,2,1,circle
452352,Kaulonia,ACHRL,3,1,circle
452356,Lacinium (promontory),RM,2,1,circle
452366,Leucopetra (cape),CMT,2,1,circle
452369,Lokroi Epizephyrioi,ACHRM,4,1,circle
452371,Lucani,CR,2,1,circle
452377,Melpes (river),RMT,2,1,circle
452390,Nerulum?,CHRL,2,1,circle
452395,Oenotri,ACR,3,1,circle
452403,Petelia,CHRL,2,1,circle
452411,Pyxous/Buxentum (settlement),ACHR,2,1,circle
452412,Pyxous (river),M,2,1,circle
452416,Rhegion/Regium,ACHRLM,3,1,circle
452422,Rouskiane,RL,2,1,circle
452437,Scyllaceus Sinus,M,4,1,circle
452439,Scylletium/Scolacium,CHRL,4,1,circle
452450,Siris,AR,2,1,circle
452451,Siris/Semnus (river),M,3,1,circle
452455,Strongyle (island),RM,2,1,circle
452457,Sybaris/Thurii/Copia,ACHRL,4,1,circle
452469,Temesa/Tempsa,ACHRL,4,1,circle
452481,Traeis (river),M,2,1,circle
452488,Velia/Elea,ACHR,5,1,circle
452489,Vibonensis Sinus,RM,2,1,circle
454513,Untitled,HR,2,1,circle
455270,Untitled,ACHRL,2,1,circle
456052,Consilinum Castrum,R,2,1,circle
456089,Lyka,H,2,1,circle
456099,Mustiae,HR,3,1,circle
456116,"Polites, T.",ACHR,2,1,circle
456121,Semuncla,RL,3,1,circle
456127,Taurianos Skopelos,YUNK,2,1,circle
462062,Abakainon,HHRM,2,1,circle
462063,Abolla,ACH,2,1,circle
462066,Acis (river),HR,2,1,circle
462067,Acium,RM,4,1,circle
462068,Acrae,ACHHRLM,3,1,circle
462069,Acrillae,ACHHRLM,2,1,circle
462070,Ad Fluvium Lanaricum,R,3,1,circle
462071,Ad Olivam,R,2,1,circle
462073,Adranon?,ACHM,2,1,circle
462074,Adranon,ACHHRLM,2,1,circle
462075,Aegates (islands),CHRM,5,1,circle
462076,Aeoliae (islands),CHRM,10,1,circle
462077,Aetna M.,ACHRLM,3,1,circle
462079,Agathyrnum,CHHRLM,2,1,circle
462082,Agyrium,CHRMM,2,1,circle
462084,Aigousa (island),ACHHRLM,2,1,circle
462086,Akragas/Agrigentum,ACHRRLM,14,1,circle
462089,Alessandria della Rocca,R,2,1,circle
462090,Alia,RL,2,1,circle
462091,Allava,R,2,1,circle
462093,Amestratus,HRM,2,1,circle
462095,Annunziata di Mascali,R,2,1,circle
462097,Apollonia,HHRLM,3,1,circle
462099,Aquae Segestanae,HRL,2,1,circle
462101,Arethusae Fons,CHRL,3,1,circle
462103,Asinius (river),CRLM,2,1,circle
462106,Assorus,HHRM,3,1,circle
462108,Bagnoli di S. Gregorio,RL,2,1,circle
462109,Balate di Marianopoli,ACHM,2,1,circle
462111,Bella Cortina,R,2,1,circle
462112,Biancavilla,R,2,1,circle
462113,Bidis?,CHHRLM,2,1,circle
462114,Bitalemi,A,2,1,circle
462115,Borgellusa di Avola,R,2,1,circle
462116,Borgo Bonsignore,A,2,1,circle
462117,Boukra Akra,RM,2,1,circle
462118,Brikinniai?,ACHLM,2,1,circle
462120,Buscemi,HRM,2,1,circle
462122,Tellaro Roman Villa (Caddeddi),RL,2,1,circle
462123,Calacte,RRLM,2,1,circle
462124,Calloniana,HRL,2,1,circle
462125,Calvisiana?,RL,2,1,circle
462126,Camarina,ACHHRLM,2,1,circle
462127,Campanaio di Montallegro,HRL,2,1,circle
462128,Canale di Naro,R,2,1,circle
462130,Capitium,HHRM,2,1,circle
462131,Capitoniana,RM,2,1,circle
462132,Capodicasa,C,2,1,circle
462133,Casale di Maniace di Bronte,L,2,1,circle
462134,Casalicchio,AC,2,1,circle
462135,Casalotto,R,2,1,circle
462137,Castagna,HRL,2,1,circle
462138,Castellazzo di Palma di Montechiaro,ACH,2,1,circle
462139,Castellito di Ramacca,R,2,1,circle
462140,Castello della Pietra,AC,2,1,circle
462141,Castello di Calatubo,ACHL,2,1,circle
462142,Castello di Palma di Montechiaro,CH,2,1,circle
462144,Castiglione di Ragusa,ACH,2,1,circle
690549463,House of Menander,RM,3,1,circle
226222203,Nuraghe di Tanca Manna,2,2,1,circle
226222204,Hypogeum of Clepsina,T,2,1,circle
612060179,Roman theater at Petra,R,2,1,circle
702114508,Mithraeum at Segontium,R,2,1,circle
825969667,Temple of Hercules Victor,HRLM,3,1,circle
103123065,Sacred Area of S. Omobono,ACHRLMM,3,1,circle
204230210,Oenoanda bridge,O,2,1,circle
939442082,Villa del Río Roman bridge,R,2,1,circle
223954669,Adad Gate,LENAHTT,5,1,circle
15685985,City Wall of Dura-Europos,SFR,3,1,circle
722340789,Eastern Outer Wall of Babylon,NAHTT,7,1,circle
835948519,Via Severiana,RL,5,1,circle
953163789,Mount Juktas,MM,5,1,circle
554777910,Torre dei Capocci,MM,3,1,circle
554777911,Torre dei Graziani,MM,3,1,circle
18540341,Roman amphitheater at Urbs Salvia,R,2,1,circle
55660936,Priniatikos Pyrgos,32ACHRRLM,2,1,circle
434885832,Tumulus MM,M,2,1,circle
963297877,So-called House of the Mosaic Columns,RM,2,1,circle
911125508,Wittenham Clumps,M,3,1,circle
236573248,Porticus Octaviae,RL,3,1,circle
175106248,Ninurta-mukīn-temmēn-ālišu-ana-labār-ūmē-rūqūti,N,5,1,circle
789265692,Adad Gate,N,5,1,circle
152414541,Ištar Gate,N,5,1,circle
440105873,Castellina del Marangone,2ACHM,2,1,circle
748147226,Khorsabad Palace F,NTT,6,1,circle
748147227,Khorsabad Residence L,NTT,5,1,circle
748147228,Khorsabad Residence K,NTT,7,1,circle
508774533,Nabû temple (Khorsabad) ,NTT,7,1,circle
508774534,Sebetti temple (Khorsabad) ,NTT,8,1,circle
704546158,Sîn temple (Khorsabad),NTT,7,1,circle
72111815,Ninurta temple (Khorsabad),NTT,5,1,circle
367582654,Tomb of Senwosret III,M,3,1,circle
115782359,Church of Saint Demetrius,LM,2,1,circle
917565626,Necropolis at Sutrium,HR,2,1,circle
81716458,Castrum Rauracense,LM,3,1,circle
903224682,Spring at Temple of Apollo,R,2,1,circle
521700444,Villa del Cortijo de los Vila at Alameda,R,2,1,circle
538911200,"Regio VIII, Pompeii",M,3,1,circle
766,Aegyptus (Roman imperial province),RM,3,1,circle
766329,Abu Gariya,R,2,1,circle
766348,Mons Claudianus,RLM,2,1,circle
766375,Klaudianon,RL,2,1,circle
772,Aethusa (island),RM,2,1,circle
775,Africa (region),R,3,1,circle
776,Africum Mare,HRL,6,1,circle
776147,Ain Labakha,RRL,1,1,circle
776157,Balat,RL,4,1,circle
776160,Bashendi,HRL,2,1,circle
776167,el-Deir,RLM,2,1,circle
776172,Esotero (Oasis),LM,19,1,circle
776173,Exotero (Oasis),LM,2,1,circle
776178,Qasr al-Gib,RRLT,2,1,circle
776181,Hibis,CHRLM,2,1,circle
776183,Hindaw,RL,2,1,circle
776186,Jmr-t,HRLM,2,1,circle
776188,*Kalamon,RLM,2,1,circle
776189,Kellis,RLM,2,1,circle
776202,Mothis,HRLM,2,1,circle
776210,Oasis Magna/Thebaidos,RLM,5,1,circle
776219,el-Qasr,RL,2,1,circle
776223,*Sioua,RLM,2,1,circle
776224,Qasr al-Sumayra,RLT,2,1,circle
776232,*Thenete/Ten(...),RL,2,1,circle
776235,Trimithis,RLM,2,1,circle
776237,Umm al-Dabadib,LT,2,1,circle
783,Alpes (mountains),H,4,1,circle
785957,Abaton,ACHRLM,2,1,circle
785968,Akathartos Kolpos,HR,3,1,circle
785970,"Apa Phoibammon, Mon.",FMNLM,2,1,circle
785972,Aphrodites Nesos,M,2,1,circle
785986,Berenice/Berenike,HRLM,3,1,circle
786004,Cataracta Prima,YUNK,2,1,circle
786006,Contra Apollonos,RL,1,1,circle
786010,Coptos,ACHRL,2,1,circle
786017,Diospolis Magna/Thebai,POFM2SNANCAHHPRRLLAFI1MM,4,1,circle
786020,Eileithyiaspolis,ACHRLM,2,1,circle
786021,Elephantine,OFMSNACAHHPRLM,2,1,circle
786036,Hermonthis,ACHRLM,2,1,circle
786050,Karnak,MSNTALCHPRM,3,1,circle
786059,Latopolis,POMSN1ACHHPRRLAFI1LMKM,2,1,circle
786060,Lepte Akra,HRM,3,1,circle
786066,Memnon Colossi,N,3,1,circle
786067,Memnonia,ACHRLM,4,1,circle
786069,Myos Hormos?,RLM,2,1,circle
786084,Pathyris/Aphroditopolis (settlement),NOFMSNACHHPRLFMM,3,1,circle
786123,Syene,NOOMFMLN1ACAHHPRRLCASE1OLMKOM,3,1,circle
789732,Ambos,L,2,1,circle
79279,Abona (river),LM,3,1,circle
79280,‘Abone’,RL,2,1,circle
79288,Alauna?,RL,2,1,circle
79292,Ancaster,RL,2,1,circle
79294,‘A(n)dros’ Ins.,RM,2,1,circle
79299,Aquae Sulis,RLM,7,1,circle
79302,Ariconium,RRL,2,1,circle
79306,Atrebates,R,2,1,circle
79328,Bignor,RRLT,2,1,circle
79337,Bououinda (river),RM,2,1,circle
79339,Bourton-on-the-Water,RL,2,1,circle
79343,Brading,RL,2,1,circle
79350,Bray,R,2,1,circle
79368,Calleva,RRLM,4,1,circle
79370,Camerton,RRL,2,1,circle
79374,Cantiaci,RL,2,1,circle
79383,Chedworth,RLT,2,1,circle
79385,Chesterton-on-Fosse,RL,2,1,circle
79393,Col. Camulodunum,RLM,4,1,circle
79395,Col. Lindum,RL,4,1,circle
79400,Condate,RL,2,1,circle
79402,Corieltauvi,RL,2,1,circle
79403,Cornovii,R,2,1,circle
79407,Crococalana,RL,2,1,circle
79416,Deceangli,RL,2,1,circle
79417,Demetai,RL,2,1,circle
79420,Deva,RL,2,1,circle
79424,Dorchester-on-Thames,RL,2,1,circle
79425,Dorn,RL,2,1,circle
79429,Drumanagh,R,2,1,circle
79431,Durno(no)varia,RL,4,1,circle
79433,Durobrivae,CRLM,2,1,circle
79434,Durocobrivis,RL,2,1,circle
79435,Durocornovium,RRL,2,1,circle
79438,Durotriges,RL,3,1,circle
79439,*Durovernum,RLM,4,1,circle
79453,Engleton,RL,2,1,circle
79461,Farningham,RRL,3,1,circle
79486,Gosbecks,RRL,2,1,circle
79531,Isca,RRLM,3,1,circle
79532,Isca,RLM,4,1,circle
79534,Ischalis?,RLM,2,1,circle
79535,Iska (river),RM,3,1,circle
79542,Kanovium/Conovium,RRL,3,1,circle
79543,Kantion Akron,RLM,2,1,circle
79549,Korinion/Cironium,RLM,4,1,circle
79552,Lactodorum,RL,2,1,circle
79553,Lagentium,R,2,1,circle
79556,‘Lavobrinta’?,RRL,2,1,circle
79559,*Letocetum,RL,2,1,circle
79565,Lindinis,RRL,2,1,circle
79574,Londinium/Augusta,RLM,15,1,circle
795794,Cataracta Secunda,HRT,2,1,circle
795815,Hierasykaminos,RL,2,1,circle
795820,Ikhmindi,L,2,1,circle
795845,Premis,ALCMHPRLCAFCOM,2,1,circle
795846,Pselchis,HRM,3,1,circle
795866,Tachompso,ACHRL,2,1,circle
79592,Manduessedum,RL,2,1,circle
79595,Margidunum,RL,2,1,circle
79599,Roman Tomb at Mersea,RRL,2,1,circle
79601,Mona (island),RLM,4,1,circle
79602,*Moridunum,RL,2,1,circle
79612,Newgrange,432IRLM,3,1,circle
79613,Newport Roman Villa,RL,2,1,circle
79622,Noviomagus,RLM,2,1,circle
79632,Ouergionios Okeanos,RM,4,1,circle
79638,Pennocrucium,RL,2,1,circle
79639,*Petuaria,RL,3,1,circle
79646,Portus Dubris,RL,3,1,circle
79651,Ratae,RLM,3,1,circle
79653,Reg(i)noi,R,2,1,circle
79664,Rutupiae,RL,3,1,circle
79666,Sabrina (river),RLM,3,1,circle
79678,Segontium,RL,2,1,circle
79682,Shepton Mallet,RL,2,1,circle
79686,Silures,R,2,1,circle
79692,Spinis,RL,2,1,circle
79705,Tamesis (river),RLM,5,1,circle
79706,Tamion?,RLM,2,1,circle
79708,Tara,3RL,2,1,circle
79710,Templebrough,RRLM,2,1,circle
79721,Trinobantes,RL,2,1,circle
79722,‘Tripontio’,RL,2,1,circle
79727,Uxacona,RL,2,1,circle
79729,Vagniacis,RL,2,1,circle
79731,Vectis (island),RLM,4,1,circle
79732,Venonis,RL,2,1,circle
79733,Venta,RL,4,1,circle
79737,‘Vernemeto’,RL,2,1,circle
79739,Verulamium,RL,3,1,circle
79741,Viroconium,RRLM,5,1,circle
798037,Abounkis,R,2,1,circle
798093,Pide,HRM,2,1,circle
80032,"Unnamed aqueduct(s) at Dolaucothi, Wales",RL,2,1,circle
805590,Alana,HR,2,1,circle
805593,Astaboras (river),HRM,2,1,circle
805600,Cataracta Quarta,YUNK,2,1,circle
805601,Cataracta Quinta,M,2,1,circle
805602,Cataracta Tertia,RL,3,1,circle
805630,Meroe,CHRM,2,1,circle
805634,Napata,HR,3,1,circle
806345,Bonchis,RL,2,1,circle
814662,Baclanaza,1AAHRRTLCAI1M,2,1,circle
814675,Egra/Meda'in Salih,HRM,2,1,circle
814688,Iathrippa,1ANAHHRRTCASIE1OLMKOMT,2,1,circle
815,Ap(p)enninus M.,RM,9,1,circle
815403,Untitled,AHR,3,1,circle
81542,Untitled,RL,2,1,circle
82301,"Gold Mines at Dolaucothi, Wales",ER,2,1,circle
825237,Bata/Patous,CHRL,2,1,circle
825265,Gorgippia/Sindikos Limen,ACHRL,2,1,circle
825273,Hypanis (river),HRM,2,1,circle
825318,Maeotis,ACHRLMT,6,1,circle
825357,Poritos (river),MT,2,1,circle
825366,Rhombites Elasson (river),T,2,1,circle
825367,Rhombites Megas (river),R,2,1,circle
825397,Tanais,HRL,2,1,circle
825398,Tanais (river),MT,3,1,circle
825407,Torikos/Pagras Limen/Heptalou Limen,ACHRL,2,1,circle
828268,Hertichei,R,2,1,circle
155765601,Pollina,M,3,1,circle
708406049,Tomb of the Winged Demons,HM,2,1,circle
79684535,Roman baths at Gaujac,R,2,1,circle
466340541,Roman amphitheater at Albano Laziale,RM,2,1,circle
723104406,Roman cistern,RL,2,1,circle
825912337,"Lateran Basilica, Palace, and Castra Nova equitum singularium",M,2,1,circle
560149180,Catacomba di San Giovanni,RM,2,1,circle
851937516,Biblis,R,2,1,circle
672074527,South Palace at Deir el-Ballas,SN,2,1,circle
250091860,Forum Traiani,RL,3,1,circle
