id,title,size,linkType
983828927,Theater at Alinda/Alexandria ad Latmum,2,type1
478681498,Yazılıkaya,2,type1
288813555,Heroön,2,type1
619239399,Palace of the Shirvanshahs,2,type1
670424966,Newport Arch city gate,1,type1
670424968,Multangular Tower,2,type1
838441539,Roman forum of Col. Clunia (Sulpicia),1,type1
362008414,San Roque Theatre - Carteia,2,type1
763220261,"""Western Theater"" at Laodicea ad Lycum",2,type1
308912370,Roman theater of Stobi,2,type1
471437511,Arch of the Sergii,2,type1
627408618,Malo rimsko kazalište (Roman theater),2,type1
139216315,Temple of Artemis Orthia,2,type1
307187361,Underground Shrine (Paestum),2,type1
828808246,Porta Marina tower of Poseidonia/Paestum,2,type1
531869654,Sanctuary of the Public Lares ,2,type1
321173926,Mensa Ponderaria,2,type1
348714102,Temple of Khonsu at Karnak,2,type1
281602871,Absheron (peninsula),3,type1
243168300,Mausoleum of Lucius Munatius Plancus,2,type1
571917892,Roman amphitheater at Grumentum,2,type1
411612163,Roman amphitheater at Frusino,2,type1
850009332,Roman amphitheater at Al(l)ifae,2,type1
828428388,Roman amphitheater at Telesia,2,type1
823615780,Roman amphitheater at Simitthu,2,type1
599287018,Tomb of Tutankhamun (KV62),2,type1
261350657,Public baths at Saepinum,2,type1
429758769,Basilica at Saepinum,2,type1
983118964,Roman theater at Carsulae,2,type1
209814686,Forum of Carsulae,4,type1
721328707,So-called twin sanctuary,3,type1
63880221,Roman arch,2,type1
225822532,Roman arch,1,type1
945740227,Forum of Suasa,2,type1
322772903,House of the Cryptoporticus at Vulci,2,type1
919243561,Castel Sant'Angelo,3,type1
540718544,Via Aurelia,2,type1
710429514,Ponte Nepesino,2,type1
922890940,Ponte Romano di Parco dei Medici,2,type1
968858713,Mouseion Hill,2,type1
538129499,Mithraeum at Fertőrákos,2,type1
347036492,Capitolinus Mons,4,type1
335461216,Arcus Argentariorum,4,type1
611608589,Polygonal masonry wall,2,type1
599902,"Poseidon?, T.",2,type1
599903,Pothaia,1,type1
599905,Priene/‘Lince’?,6,type1
599908,Proespera,2,type1
599909,Psaropyrgos,2,type1
599913,Pyrgos Kheimarrou,2,type1
599917,Rhakhes,2,type1
599918,Rheneia (settlement),2,type1
599919,Rheneia (island),4,type1
599924,Samiopoula,2,type1
599925,Samos,3,type1
599926,Samos (island),19,type2
599931,Selinous (river),2,type1
599938,Skalia,1,type1
599939,Skanderion Pr.,2,type1
599943,Sounion Pr.,1,type1
599944,Sporades (archipelago),14,type2
599947,Stratonikeia,2,type1
599949,Sykia,1,type1
599950,Syme,2,type1
599951,Syme (island),3,type1
599952,Syrie (island),4,type1
599967,Teutloussa (island),2,type1
599971,Thera,3,type1
599973,Thera (island),8,type1
599974,Therasia (island),5,type1
599975,Therasia?,2,type1
599976,Therma/Asklepieis,2,type1
599979,Thia? (island),3,type1
599987,Tralles/Dia/Seleuceia ad Maeandrum/Kaisareia,3,type1
599992,Tsoko,2,type1
599993,Tsikalario,2,type1
599996,Xerokambos,2,type1
600002,"Zeus Melosios, T.",2,type1
60008,Prinas (river),2,type1
60021,Sacae,2,type1
60022,Sagapa Stoma,3,type1
600227,Unnamed aqueduct at Ephesus (Aqua Iulia?),3,type1
60052,Sinthon Stoma,2,type1
60058,Sogdiana,15,type2
60083,Taxila,2,type1
600982,Untitled,2,type1
601739,Untitled,2,type1
602492,Untitled,2,type1
602493,Unnamed fort on Nisyrion Inss.,2,type1
603248,unnamed quarry (on Mykonos),2,type1
60403,Achaia (settlement),3,type1
60438,Arius L.,2,type1
604758,Untitled,1,type1
60481,Cholbesina,2,type1
60488,Condigramma,2,type1
60499,Daroakana,2,type1
60519,Gorys/Gorya,3,type1
60527,Indikomordana,2,type1
60567,Margania,2,type1
60576,Memaceni,2,type1
60612,Oxeiana,2,type1
60613,Oxeianoi,2,type1
60618,Panda,2,type1
606274,Asopos (river),2,type1
60628,Pasikai/Paskai,2,type1
606287,Dimastos M.,2,type1
606369,Tarmia,1,type1
60676,Scythae/Sagae/Sacae,1,type1
60708,Trybaktra,2,type1
609292,Aizanoi,7,type1
609295,Akroenos/[Akroinos],2,type1
609307,Antiochia/Col. Caesarea,3,type1
609311,"Apollo, T.",2,type1
609361,Dindymos M.,2,type1
609367,Dorylaion,4,type1
609371,Eiokome,2,type1
609393,Gordion/Vindia?,3,type1
609420,Kadoi,3,type1
609426,Kastolou Pedion,3,type1
609444,Kotiaeion,3,type1
609473,Midaion,4,type1
609484,Nakoleia,3,type1
609496,Penkalas (river),2,type1
609500,Pessinous/Iustinianoupolis,4,type1
609548,Tembris (river),2,type1
609550,Temnos M.,3,type1
610042,Untitled,3,type1
610803,Untitled,2,type1
610809,Untitled,2,type1
614577,Adoreus M.,2,type1
614691,Kastollos,3,type1
614706,Kobedyle,3,type1
586620869,Governor's Palace at Kalhu,5,type1
62810657,Kalhu ziggurat,3,type1
62810658,Ninurta temple (Kalhu),10,type2
911483313,Ea-Damkina temple (Kalhu),3,type1
846526213,Kidmuri temple (Kalhu),3,type1
942018830,Central Building at Kalhu,2,type1
794388242,Al-Khazneh,3,type1
794388243,"Synagogue at Aḥmadiah (Aḥmadiya, Ahmadiyye)",2,type1
494216807,"Bitti, Complesso di Romanzesu",2,type1
849534583,Seruci,2,type1
421744881,Nuraghe s'Ulimu,2,type1
633220627,Qaqqar-aradātu,4,type1
24562218,Enamhe,1,type1
62447763,Uqaya,1,type1
765669847,Martu,3,type1
247838452,Suhu,2,type1
765136701,Vejano,2,type1
406510719,Tropaeum Traiani (monument),2,type1
605339917,Forum of Vulci,2,type1
766723266,Forum of Roman Corinth,2,type1
867317580,Roman theater of Lokroi Epizephyrioi,2,type1
643029512,Etruscan acropolis at Volaterrae,2,type1
957561489,Roman theater at Volaterrae,2,type1
948173334,Turris Mamilia,2,type1
861903338,Avitta Bibba amphitheater,2,type1
794488651,Zababa Gate,3,type1
386664298,Ehursagtilla,3,type1
5066375,Kullab,6,type1
5066376,TE.E,5,type1
399141643,Gardens of Maecenas,3,type1
223617668,North Palace at Babylon,6,type1
632147764,Marduk Gate,3,type1
452038953,Emah,6,type1
54136919,Eridu,9,type1
54136920,Ka-dingirra,13,type2
54136921,New City/Newtown,4,type1
89975947,Tuba,8,type1
307322303,Mount Fumaiolo,2,type1
133411593,Maşat Höyük,2,type1
641775077,Arsham,2,type1
483627781,Bagni di Nerone,2,type1
215749623,Temple of Al-Lat at Palmyra,2,type1
372376094,So-called House of the Doric Peristyle,2,type1
507729266,Via Julia Augusta,11,type2
810981545,Mura Messapiche,2,type1
195325997,*Atuna (kingdom),4,type1
195325998,*Atuna,5,type1
927221529,Jauṣa[...],4,type1
319430829,Jā' (region),3,type1
930131678,Harrua,6,type1
852464630,Lamena (mountain),3,type1
534380454,Falerna,3,type1
784987444,Villa della Cecchignola,2,type1
348167893,Kara-Tepe,2,type1
102529957,Roman amphitheater of Venusia,2,type1
269449175,Azeia,2,type1
122408432,Silwan necropolis,2,type1
104777481,Aetolian League,2,type1
104777482,Achaean League (Second),12,type2
825074423,Naga ed-Deir,2,type1
687529965,Rabaçal Roman villa,2,type1
334588,Massyli,2,type1
334602,Nigris (river),2,type1
334636,Thamugadi,2,type1
334659,Vatari?,2,type1
334669,Zarai,2,type1
335225,Unnamed aqueduct supplying Diana Veteranorum,3,type1
335226,Unnamed aqueduct supplying Lambaesis,3,type1
335227,Unnamed aqueduct supplying Thamugadi,3,type1
336741,Untitled,2,type1
337510,Untitled,2,type1
338288,Siuddurusi Praesidium)/Siuddurusi Psidium),2,type1
338300,Velefi,3,type1
344282,Abrotonum/Sabratha,2,type1
344341,Cidamus,2,type1
344376,Ghirza,2,type1
344420,Laguatan,2,type1
344428,Macae,2,type1
344439,Meninge,2,type1
344440,Meninx/Lotophagitis/Girba Ins.,3,type1
344448,Neapolis/Lepcis Magna,7,type1
344456,Oea,2,type1
344492,Syrtis Minor,2,type1
344496,Tacape,2,type1
344519,Tipasa,2,type1
344520,Tisavar,2,type1
344522,Tripolitana (region),5,type1
344573,Zliten,2,type1
345038,Untitled,2,type1
346547,Unnamed earthwork in the Tebaga Gap,2,type1
71706222,Temple F at Selinus,2,type1
53735136,Roman bath at Volaterrae,2,type1
43612993,House of the cithara player,3,type1
658295679,House of Octavius Quartio,2,type1
11924821,Porta Nocera,4,type1
11924822,tribus Arnensis,7,type1
11924823,Porta Nola,3,type1
752122699,tribus Camilia,3,type1
310265136,tribus Claudia,3,type1
491855883,Watling Street,21,type2
82519025,Dere Street,15,type2
589166546,So-called Palace of the Dux,2,type1
826976465,Ta' Ħaġrat Temple Complex,2,type1
93042695,Via Latina,31,type2
889101791,Vicus Iugarius,3,type1
92225875,Stadium at Anazarbos,1,type1
103565779,Temple of Zeus at Cyrene,2,type1
63806066,Agade,2,type1
658574376,Cuarto Roble,2,type1
55302071,Temple of Vesta at Rome,2,type1
795363785,Temple C at Selinus,2,type1
112340551,Tall-e Bakun,3,type1
570403,Kythnos (island),3,type1
570406,Lacedaemon/Laconia,5,type1
570407,Laconicus Sinus,5,type1
570408,Ladon (river),2,type1
570409,Ladon/Selleis (river),2,type1
570415,Larisos (river),2,type1
570420,Lechaion,3,type1
570422,Leontion,2,type1
570423,Lepreon,3,type1
570424,Lerna,4,type1
570437,Loukou,2,type1
570441,Lykaion (mountain),5,type1
570444,Lykosoura,2,type1
570449,Mainalion (mountain),2,type1
570450,Mainalion Pedion,2,type1
570455,Malea Pr.,2,type1
570462,Marmarion,2,type1
570474,Melos (settlement),4,type1
570475,Melos (island),22,type2
570477,Menelaion,2,type1
570479,Messene,6,type1
570480,Messenia,5,type1
570483,Methone/Mothone (Messenian),2,type1
570487,Minoa Pr.,2,type1
570491,Mycenae,7,type1
570495,Myrtoion Mare,4,type1
570501,Nauplia,1,type1
570502,Neda (river),3,type1
570504,Nemea,3,type1
570528,Olenos,2,type1
570530,Olygyrtos (mountain),2,type1
570531,Olympia,5,type1
570532,Oneon (mountain),2,type1
570535,Orchomenos,2,type1
570540,Oryx(is) (mountain),2,type1
570546,Palaiokhori,2,type1
570551,Pamisos (river),3,type1
570555,"Panormos (settlement, port)",3,type1
570556,Panormos (harbor),4,type1
570561,Parnon M.,2,type1
570567,Patra(e),2,type1
570574,Pelekoudi,2,type1
570576,Pellene,3,type1
570577,Peloponnesus/Peloponnesos/Peloponnese,31,type2
570578,Pelos Pyrgaki,2,type1
570596,Pherai,2,type1
570598,Phigaleia,4,type1
570602,Phleious,3,type1
570626,Pollonia,2,type1
570632,Probatas,2,type1
570644,Rema,2,type1
570648,Ribari,2,type1
570653,Samikon/Samia,4,type1
570654,Saronicus Sinus,16,type2
570668,Sicyon/Demetrias,2,type1
570670,Sidero,2,type1
570673,Skandeia,2,type1
570685,Sparta,5,type1
570689,Sta Glastria,2,type1
570692,Stoloi,2,type1
570696,Stymphalos,3,type1
570700,Sythas (river),2,type1
570702,Tainaron (settlement),3,type1
570703,Tainaron Pr.,5,type1
570706,Taygetos M.,4,type1
570707,Tegea,4,type1
570711,Tenea,4,type1
570723,Therapne,2,type1
570731,Tholos,2,type1
570733,Thouria,4,type1
570740,Tiryns,1,type1
570743,Touthoa (river),2,type1
570747,Treis Ammoundas,1,type1
570748,Tria Pigadia,2,type1
570752,Trikrana Ins.,2,type1
570754,Triphylia,7,type1
570755,Trit(a)ia,2,type1
570756,Troizen,3,type1
570763,"Zeus, T.",2,type1
570764,Sanctuary of Zeus Lykaios,5,type1
573048,Achaia (spring),3,type1
573049,Achaiai,1,type1
573086,Amymone,3,type1
573110,Arantia,2,type1
573113,Arene,2,type1
573155,Bryseai,2,type1
573160,Chalkis,1,type1
573169,Chelydorea (mountain),2,type1
573206,Epaioi,2,type1
573208,Ephyra,2,type1
573222,Euoras,2,type1
573224,Eurykydeion,1,type1
573238,Hagno (spring),3,type1
573266,Ionaion,2,type1
573280,Keleai,2,type1
573309,Kretea,1,type1
573318,Kynortion (mountain),2,type1
573354,Makistia,2,type1
573409,Onchiakon,1,type1
573455,Phoinikous,2,type1
573474,Pontinos (river),4,type1
573475,Pontinos (mountain),5,type1
573541,Taleton Akra,3,type1
573551,Thaumasion (mountain),2,type1
579844,Aegina (island),6,type1
579846,Agrai,2,type1
579853,Aigina (settlement),1,type1
579863,Anagyrous,2,type1
579872,Temple of Aphaia on Aegina,2,type1
579878,"Artemis, T.",2,type1
579879,Artemis Brauronia,2,type1
579885,Athenae,30,type2
579886,Temple of Athena Skiras on Salamis,1,type1
579888,Attica,13,type2
579896,Boudoron,2,type1
579903,Choma?,2,type1
579907,Dekeleia,2,type1
579910,"Demeter, T.",3,type1
579920,Eleusis,5,type1
579925,Eretria,4,type1
579931,Euboicus Sinus,2,type1
579938,Hagnous,3,type1
579940,Halai Araphenides,2,type1
579942,Halipedon,2,type1
579948,Herakleion,1,type1
579953,Hydroussa (island),2,type1
579955,Hymettos M.,3,type1
579958,Ikarion,3,type1
579959,Ilissos (river),4,type1
579966,Kantharos Limen,2,type1
579979,Kikynna?,2,type1
579988,Kophos Limen,2,type1
580010,Laureion,12,type2
580021,Marathon,2,type1
580022,Marathonian Pedion,8,type1
580028,Mikron Helos,2,type1
580029,Mounichia Limen,2,type1
580034,Nemesis,2,type1
580039,Oinoe (Marathon),2,type1
580046,Paiania Hypenerthen,2,type1
580051,Pallene,2,type1
580056,"Pan kai Nymphai, T.",2,type1
580060,Patroklou Charax (island),2,type1
580062,Peiraieus/Piraeus,16,type2
580065,Pentelikon/Brilessos (mountain),8,type1
580069,Phabra (island),2,type1
580071,Phaleron Limen,2,type1
580072,Phaleron,4,type1
580078,Phreatto?,2,type1
580080,Plakoto (settlement),2,type1
580081,Plakoto fort,2,type1
580086,Temple of Poseidon at Sounion,2,type1
580091,Probalinthos,2,type1
580092,Prospalta,2,type1
580094,Psyttaleia (island),2,type1
580097,Rhamnous,2,type1
580100,Salamis,1,type1
580101,Salamis (island),5,type1
580106,Soros,2,type1
580107,Sounion,4,type1
580114,Tanagra,3,type1
580117,Tetrapolis,6,type1
580119,Thorikos,5,type1
580123,Thymaitadai,2,type1
580125,Trikorynthos,2,type1
580129,Vari,2,type1
580136,Zea Limen,2,type1
582108,Untitled,2,type1
582867,Akte Pr.,2,type1
582868,Eetioneia Pr.,3,type1
583620,Untitled,2,type1
583621,Untitled,2,type1
583623,Mine of Laureion,2,type1
585128,Makra Teiche,4,type1
585891,Aulon,2,type1
585894,Bambideios,2,type1
585903,Drymos,2,type1
585919,Hyperakria,2,type1
652231746,Antinoeion at Hadrian's Villa,1,type1
828989863,Sanctuary of Aphrodite Paphia,1,type1
437137448,Public Bath of Pella,2,type1
937106860,"Persian and Hellenistic Administrative Building (PHAB), Tel Kedesh",1,type1
814448537,Grove of Asklepios at Kos,1,type1
990721366,Funerary Chamber of Manlia Felicitas,2,type1
323580407,Polygonal wall of Signia,3,type1
323041298,Santi Quattro Coronati,3,type1
13850440,"Sobek temple, Qaşr Qārūn",1,type1
439136375,Northwest Palace at Kalhu,12,type2
509089189,Stonehenge,2,type1
969838059,Roman amphitheater at Segobriga,2,type1
437204184,Arch of Augustus at Aosta,2,type1
893570731,"Roman amphitheatre, Charterhouse",2,type1
698411340,Roman civil amphitheater at Carnuntum,1,type1
694724623,Roman theater at Lupia(e),2,type1
525258361,Roman Amphitheater at Mérida,2,type1
723991750,Roman Circus at Mérida,2,type1
379316151,Aquincum Military Amphitheater,2,type1
569089650,Diavolino II tomb,2,type1
488345053,Roman theater at Fiesole,2,type1
139971323,Roman theater at Falerii,2,type1
827074678,Falerii Novi amphitheater,2,type1
969223180,Roman theater at Vendeuil-Caply,2,type1
762595495,Theater at Philippi,2,type1
359707097,Temple of Apollo at Metropolis,2,type1
245122016,"Temple of Jupiter, Damascus",2,type1
2604669,The Great Altar at Pergamon,2,type1
146849991,Temple of Trajan at Pergamon,2,type1
834862588,Palace of Diocletian,2,type1
834862589,Church of Panagia Chalkeon,2,type1
444468888,Capitolium of Brixia,2,type1
990688484,Sultan Kala,2,type1
935832829,Erk Kala,2,type1
412342122,Qatna,3,type1
991964195,Alaca Höyük,2,type1
283602441,Hattusa,6,type1
192519947,Roman theater at Salamis/Konstantia,2,type1
588236457,Roman amphitheater at Trier,2,type1
151157248,Porta Nigra,2,type1
627230788,Temple of Trajan at Italica,2,type1
9324677,Haltwhistle Burn Roman Fortlet and Camp,2,type1
767060410,Caer y Twr,2,type1
650320273,Royal Palace of Qatna,2,type1
650320274,Royal Hypogeum at Qatna,1,type1
125119394,Quirinal Hill,2,type1
963441586,Doric temple of Segesta,2,type1
386176625,Kothon,2,type1
674361719,Queen's pyramid,3,type1
220487220,Porta Gemina at Asculum,2,type1
220487222,Roman theater at Asculum,2,type1
74879589,Forum of Segobriga,2,type1
980746932,Theater at Segobriga,2,type1
226040114,Roman amphitheater at Rusellae,2,type1
747857719,Roman amphitheater of Martigny,2,type1
310024671,Porta Praetoria at Aosta,2,type1
179717289,Roman amphitheater at Aosta,2,type1
179717291,Roman theater at Aosta,2,type1
135386091,Heidentor ,1,type1
480038469,Roman amphitheater at Carthago Nova/Col. Urbs Iulia,2,type1
817071134,Lucera Castle,2,type1
553647616,Monumental entrance arch at Mérida,2,type1
121654605,Aquincum Civil Amphitheater,2,type1
371761216,Arch of Septimius Severus at Lepcis Magna,2,type1
165453294,Basilica of Septimius Severus,2,type1
153271174,Roman amphitheater at *Moridunum,1,type1
336528878,Pietrera tomb,2,type1
15230116,Mura dell Arce,2,type1
15230118,Belvedere tomb,2,type1
292680658,"Pian di Civita, Tarquinii",2,type1
723366820,"Tomb of the Shields and Chairs, Caere",2,type1
424267586,"Tomb of the Five Chairs, Caere",2,type1
557760948,"Porta di Giove, Falerii",2,type1
953624202,Theater of Tegea,2,type1
328868135,Acropolis of Circeii,2,type1
89759493,Tuvixeddu Punic necropolis,3,type1
234635789,Pozzuolo necropolis,2,type1
934591702,Santa Maria in Cosmedin,2,type1
934591703,San Giorgio in Velabro,4,type1
376191071,Hercules Cubans,2,type1
107524051,Temple of Poseidon at Isthmia,2,type1
513030903,Graeco-Roman theater at Isthmia,2,type1
135962387,Basilica Manastirine,2,type1
819299274,Shunet ez Zebib,2,type1
602634774,Osireion,2,type1
87367170,Cybele sanctuary,1,type1
87367171,Temple of Demeter,2,type1
462147,Cava d’Ispica,2,type1
462149,Cave di Barone,2,type1
462151,Cave di Cusa,2,type1
462152,Cena,2,type1
462153,Centuripae,4,type1
462154,Cephaloedium,2,type1
462156,*Chalae?,2,type1
462157,Charybdis,2,type1
462159,"Chrysas, T.",2,type1
462161,Cignana,2,type1
462162,Cittadella,2,type1
462163,Colle Madore,2,type1
462164,Colle Rotondo,2,type1
462166,Cosconiana,2,type1
462167,Cossyra (settlement),2,type1
462168,Pantelleria (island),6,type1
462169,Cozzo Cicirello,2,type1
462170,Cozzo Matrice,2,type1
462171,Cozzo Mususino,2,type1
462173,Cozzo Sannita,2,type1
462174,Cozzo Spolentino,2,type1
462175,Crimisus (river),2,type1
462176,Cusumano,2,type1
462177,Cyanes Fons,3,type1
462178,Cyane (river),3,type1
462179,Cyclopum Scopuli Tres,2,type1
462184,D(a)edalium,2,type1
462185,Dianae Fons?,2,type1
462186,Didyme (island),2,type1
462187,Drepanum,3,type1
462188,Durrueli di Realmonte,2,type1
462191,Eknomos?,2,type1
462193,Elymi,9,type1
462194,Emporion Segestanon,2,type1
462195,Engyon,2,type1
462197,Entella,4,type1
462198,Epipolai,2,type1
462199,Erikodes/Ericusa (island),2,type1
462201,Eryx,3,type1
462202,Eryx M.,3,type1
462203,Euboia?,2,type1
462204,Euryelos,2,type1
462206,Feudo Nobile,2,type1
462208,Fiumedinisi,2,type1
462209,Fontana Calda di Butera,2,type1
462210,Francavilla di Sicilia,2,type1
462213,Gaulos (island),6,type1
462214,Gela,4,type1
462215,Gela(s) (river),2,type1
462216,Gemelli Colles,2,type1
462217,Geraci,2,type1
462218,"Roman Villa at Għajn Tuffieħa, Malta",2,type1
462220,Gioiosa Vecchia,2,type1
462221,Grancifone,2,type1
462222,Grattauli,2,type1
462223,Grotta Regina,2,type1
462225,Halaesa,3,type1
462227,Halicyae,4,type1
462228,Haluntium,2,type1
462229,Halykos (river),3,type1
417304347,Santa Cristina,2,type1
562472667,Temple of the Oxus,2,type1
453887876,Nuraghe Murtas,2,type1
453887877,Nuraghe Perda su Luaxiu,2,type1
239936126,Cadmea,2,type1
66376536,Temple of Artemis at Sardis,2,type1
594242500,Mithraeum at Poetovio,1,type1
594242502,Roman amphitheater at Sopron,1,type1
925825061,Halberg Mithraeum,2,type1
925825062,Temple of Athena at Sounion,2,type1
925825063,Sanctuary of Phrontis(?),2,type1
893595278,Milecastle 37 (Housesteads),3,type1
836839127,Theban necropolis,11,type2
534964140,Gaziantep,3,type1
779439862,Sheikh Abd el-Qurna,2,type1
311205627,Nizzetti,3,type1
987039111,Mausoleum of Helena,5,type1
217324039,Nuraghe Is Paras,2,type1
333222070,Phalarium,3,type1
845040004,Kom el-Dikka,3,type1
552768118,Church of Saint Martin at Moissac,4,type1
261678107,Porta Trasimena,2,type1
744937022,Suburbium Toletanum,2,type1
872425940,Nuraghe Poddinosa,2,type1
190433997,Stadium-garden at Hadrian's Villa,2,type1
757150811,Fundus Albianus,2,type1
826967496,Roman amphitheater at Lupia(e),2,type1
304296863,So-called Area X in Berenike,2,type1
789856351,Church in Sidi Khiribech,2,type1
789856352,Irno (river),4,type1
35794949,Temple of Ba'al at Palmyra,2,type1
844139526,Agora of Palmyra,2,type1
950070777,Irru,2,type1
214034409,Manor House Roman villa,2,type1
540746347,Archaic compound (Gabii),2,type1
743295152,Madhukeshwara temple,2,type1
786829671,Greek Theater at Syracuse,2,type1
959120263,Lagash,2,type1
762217869,"Regio III, Pompeii",4,type1
65661952,Abbey of Monte Cassino,1,type1
600985975,Basilica at Aspendos,2,type1
631805559,Parco archeologico Griso-Laboccetta,2,type1
224949837,Church of St. George,2,type1
295344387,Ekklesiasterion/Theater at Metapontum,2,type1
617667450,Santa Maria Sopra Minerva,2,type1
617667451,Basilica of St. Francis of Assisi ,2,type1
740280236,Gallo-Roman amphitheater at Montbouy,1,type1
708445364,Roman amphitheater at Luna,2,type1
35858006,Roman amphitheater at Lixus,2,type1
939662554,Roman amphitheater at Mactaris,2,type1
503005367,Capitolium at Mactaris,2,type1
116852156,Palace of Mausolos at Bodrum,2,type1
71626430,Luxor Temple,1,type1
344747000,Stifone,3,type1
535279837,Spring south of Djebel Zid,2,type1
309640805,Mastaba of Ptahshepses at Abusir,2,type1
137556138,Bouleuterion at Aspendos,2,type1
866839043,Pyramid of Khafre,2,type1
463141627,Odeon,2,type1
840672014,Stadium,2,type1
38314636,Hadrianic Baths,2,type1
575107588,Ancient Greek theater at Palazzolo Acreide,2,type1
126644698,Shore Temple of Mahabalipuram,2,type1
472122,Rhotanos (river),2,type1
472125,Sacrum Pr. (promontory),3,type1
472127,Sardoum Mare,3,type1
472129,Soubasanoi,2,type1
472137,Titianoi,3,type1
472138,Titianos Limen,3,type1
472144,Vanacini,2,type1
472635,An unnamed bridge,3,type1
472637,Decimomannu Roman bridge,2,type1
472638,Unnamed Roman bridge,2,type1
472639,Unnamed bridge (E Fundus Moddol(...)),2,type1
472640,Unnamed Roman bridge,2,type1
473387,Unnamed quarry,2,type1
473388,Untitled,2,type1
474915,Fundus Palladii,2,type1
474919,Heraion,2,type1
474924,Iolaia,2,type1
474936,Skapitanoi,2,type1
481726,Aous (river),5,type1
481728,Apollonia,2,type1
256058,Carmo,5,type1
256063,Carteia/Calpe/Karpessos,2,type1
256067,Casal da Várzea,2,type1
256106,Cilniana,2,type1
256107,Cilpe/*Lacilbula?,2,type1
256128,Corduba/Col. Patricia,7,type1
256151,Ebora,4,type1
256155,Emerita Augusta,10,type2
256177,Gadeira/Gades/Col. Augusta Gaditana,4,type1
256184,Glaukou? Akra,2,type1
256198,Herakleios Porthmos/Gaditanum Fretum,5,type1
256201,Herculis Ins.,2,type1
256210,Hispalis/Col. Romula,3,type1
256222,Ilipa Magna,2,type1
256231,Italica,4,type1
256234,(Iulia) Myrtilis,2,type1
256242,Kal(l)ipous (river),2,type1
256263,Ligustinus (lacus),4,type1
256272,Londobris (island),2,type1
256298,Metellinum,2,type1
256303,Mirobriga,2,type1
256315,Munda (river),2,type1
256316,Munda (river),2,type1
256327,Norba/Col. Norbensis Caesarina,2,type1
256338,Olisipo,2,type1
256352,Paisoula,2,type1
256363,Phosphoros/Lux Dubia (sanctuary),1,type1
256389,Proserpina,2,type1
256397,Regina,2,type1
256414,Salacia (Imperatoria),2,type1
256415,Salduba (river),2,type1
256418,Salsum (river),2,type1
256438,Scallabis/Praesidium Iulium,2,type1
256454,Singilis (river),2,type1
256463,Tagus (river),10,type2
256485,Tróia,3,type1
256500,Urgapa?,2,type1
256502,Urius (river),2,type1
256512,Vettones,5,type1
256708,Unnamed aqueduct supplying Augusta Emerita,3,type1
257458,Untitled,1,type1
257459,Alcántara Bridge,3,type1
257480,Unnamed bridge over the river Guadiana near Metellinum,3,type1
260506,Bardili Turduli,3,type1
260648,Tema/Thema,2,type1
261243,Gerontis Arx,1,type1
265765,Acci/Col. Iulia Gemella,2,type1
265799,Anticaria,2,type1
265803,La Argentera,2,type1
265810,Aurgi/Orongis,2,type1
265817,Baliares/Gymnesiae Inss. (Maior et Minor),4,type1
265818,Baliaricum Mare,5,type1
265827,*Bocchori,2,type1
265830,Buñola,2,type1
265832,Cabanes,2,type1
265834,Caesarobriga,3,type1
265840,Capraria (island),2,type1
265847,Carpetania,2,type1
265849,Carthago Nova/Col. Urbs Iulia,7,type1
265855,Castulo,3,type1
265874,Colubraria? (island),2,type1
265875,Colubraria/Ophiussa (island),2,type1
541602250,Palace of Nebuchadnezzar II,9,type1
324631564,Khufu's ship,2,type1
584324061,Colombarone,2,type1
797109353,Herculaneum Gate,2,type1
494660670,Temple of Portunus,3,type1
393558281,Pyramid of Userkaf,2,type1
392373882,Sippar-Amnanum,3,type1
192555966,Sam'al,3,type1
851289754,Archaic agora of Thasos,2,type1
897733154,Listercombe Bottom,2,type1
26017957,Barnwood Roman cemetery,2,type1
26017958,Ermin Street,6,type1
379202545,Rusahinili,3,type1
889260374,Trakhtemyrivsʹke horodyshche,1,type1
639959859,"Belvedere Temple, Orvieto",2,type1
148277399,Knowth,3,type1
148277400,Dowth,3,type1
992830,Alpes Cottiae (late Roman province),1,type1
991408,Arabia (late Roman province),1,type1
865878062,Purpurariae (islands),2,type1
629167850,Pythagoreion,2,type1
23240266,House of Julius Polybius,2,type1
410517750,Garden of the Fugitives,3,type1
981889086,House of Venus in the shell,2,type1
393691694,House of the geometric mosaics,2,type1
573484325,Castra of Drobeta,2,type1
480714924,Church of Saint Eusebius (Ronciglione),2,type1
480714925,Villa del Cimitero Flaminio,2,type1
582578935,Peschiera necropolis,2,type1
286718069,Temple of Hibis,2,type1
786551142,"Nuragic settlement, Antas",2,type1
808098069,Roman amphitheater,2,type1
808098070,Fanum Pithiviers-le-Vieil,2,type1
367991210,Nuraghe Coa de Serra,2,type1
46154574,Baku,4,type1
54214302,Porta Flaminia,4,type1
54214303,Porta Fontinalis,5,type1
117737330,Osteria del Gladiatore,2,type1
177271381,tribus Maecia,3,type1
989554833,Deir Apa Jeremiah,2,type1
17658595,Artulu,6,type1
57893804,Hubušnu (kingdom),4,type1
57893805,Mulî (mountain),5,type1
911351381,Timur (mountain),3,type1
911351382,Illubru,6,type1
273861891,Nuraghe Orolio,2,type1
441559175,Puntone necropolis,2,type1
441559176,Scoglietto,1,type1
827972417,Place near Taparura,2,type1
507461,Serreion,2,type1
507480,Zereia/Zeira,2,type1
511151,Apollonia ad Rhyndacum,3,type1
511155,Arctonnesos Ins.,5,type1
511158,Artace,2,type1
